Program,Age ,Gender,Race,Household,House income 
Family Swim 1/29/2025 5:45-6:45pm,6,female,"White/European descent,",6,"$30,001-40,000"
Family Swim 1/25/2025 4:00-5:00pm,13,male,"White/European descent,",5,"$30,001-40,000"
Family Swim 3/10/2025 5:00-6:00pm,13,female,Multiracial,4,"<$10,000"
Family Swim 3/20/2025 12pm-1:00pm,10,male,"White/European descent,",3,"$80,001-90,000"
Swim Lessons Level 3 Thurs,9,male,"White/European descent,",7,"$90,001+"
Family Swim 5/6/2025 4:00-5:00pm,54,male,"White/European descent,",3,"$40,001-50,000"
Swim Lessons Level 3 Mon,10,female,black/African-American (having origins in Sub-Saharan Africa,6,"$20,001-30,000"
Family Swim 4/16/2025 3:30-4:30,10,female,Multiracial,7,"$20,001-30,000"
Family Swim 6/7/2025 5:45-6:45pm,13,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 4/30/2025 12pm-1:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,7,"$10,001-20,000"
Swim Lessons Level 1 Wed,10,male,"White/European descent,",3,"$40,001-50,000"
Family Swim 1/24/2025 4:00-5:00pm,24,male,black/African-American (having origins in Sub-Saharan Africa,5,"$30,001-40,000"
PreK Swim Lessons Wed,6,male,black/African-American (having origins in Sub-Saharan Africa,2,"$40,001-50,000"
Family Swim 3/26/2025 5:45-6:45pm,7,male,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 3/5/2025 4:00-5:00pm,18,male,"White/European descent,",3,"<$10,000"
Adult Swim Lessons Fri,30,male,Multiracial,2,"<$10,000"
Family Swim 1/22/2025 5:45-6:45pm,7,male,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
Family Swim 4/6/2025 5:00-6:00pm,9,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 6/19/2025 3:30-4:30,34,male,"White/European descent,",5,"$40,001-50,000"
Family Swim 4/18/2025 4:00-5:00pm,34,female,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",4,"$80,001-90,000"
Family Swim 3/20/2025 3:30-4:30,9,female,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 6/17/2025 12pm-1:00pm,35,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",9,"$50,001-60,000"
Family Swim 5/5/2025 5:00-6:00pm,10,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",7,"$20,001-30,000"
Family Swim 5/10/2025 5:45-6:45pm,7,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 4/14/2025 5:00-6:00pm,14,female,"White/European descent,",4,"$20,001-30,000"
Family Swim 5/18/2025 5:00-6:00pm,9,male,"White/European descent,",5,"$10,001-20,000"
Family Swim 4/1/2025 12pm-1:00pm,11,male,"White/European descent,",5,"$90,001+"
Family Swim 4/22/2025 4:00-5:00pm,46,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 4/21/2025 4:00-5:00pm,12,female,"White/European descent,",5,"<$10,000"
Family Swim 5/16/2025 12pm-1:00pm,18,male,"White/European descent,",2,"$10,001-20,000"
Family Swim 6/11/2025 5:00-6:00pm,8,male,"White/European descent,",3,"<$10,000"
Family Swim 2/22/2025 5:45-6:45pm,9,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",5,"$90,001+"
Family Swim 5/6/2025 5:00-6:00pm,40,male,"White/European descent,",5,"<$10,000"
Swim Lessons Level 4 Tues,11,female,"White/European descent,",6,"<$10,000"
Family Swim 4/6/2025 3:30-4:30,14,male,Multiracial,1,"<$10,000"
Family Swim 6/11/2025 12pm-1:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,3,"$80,001-90,000"
Family Swim 4/27/2025 5:45-6:45pm,12,male,black/African-American (having origins in Sub-Saharan Africa,1,"$40,001-50,000"
Family Swim 2/18/2025 12pm-1:00pm,30,male,black/African-American (having origins in Sub-Saharan Africa,3,"$50,001-60,000"
Family Swim 4/20/2025 5:00-6:00pm,15,female,Multiracial,1,"$20,001-30,000"
Family Swim 3/6/2025 5:00-6:00pm,38,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Adult Swim Lessons Tues,41,female,"White/European descent,",4,"$90,001+"
Family Swim 2/11/2025 12pm-1:00pm,33,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 4/23/2025 5:45-6:45pm,18,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Adult Swim Lessons Thurs,36,female,"White/European descent,",1,"$40,001-50,000"
Family Swim 3/21/2025 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 6/19/2025 5:45-6:45pm,47,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",2,"<$10,000"
Swim Lessons Level 2 Fri,5,female,black/African-American (having origins in Sub-Saharan Africa,6,"$80,001-90,000"
Swim Lessons Level 4 Mon,6,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",1,"$30,001-40,000"
Family Swim 6/24/2025 12pm-1:00pm,17,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 1/3/2025 3:30-4:30,13,male,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",7,"$20,001-30,000"
Family Swim 6/22/2025 3:30-4:30,5,male,"White/European descent,",5,"$70,001-80,000"
Family Swim 3/5/2025 3:30-4:30,20,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 5/28/2025 12pm-1:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 6/20/2025 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,2,"$50,001-60,000"
Family Swim 4/19/2025 5:45-6:45pm,37,male,"White/European descent,",5,"$50,001-60,000"
Family Swim 4/20/2025 5:00-6:00pm,32,female,"White/European descent,",6,"$90,001+"
Family Swim 5/15/2025 12pm-1:00pm,29,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 2/13/2025 5:45-6:45pm,18,male,"White/European descent,",4,"<$10,000"
Family Swim 2/2/2025 5:45-6:45pm,11,male,"White/European descent,",3,"$40,001-50,000"
Swim Lessons Level 4 Tues,6,female,"White/European descent,",5,"$50,001-60,000"
Family Swim 3/28/2025 3:30-4:30,38,female,"White/European descent,",4,"<$10,000"
Family Swim 5/14/2025 5:00-6:00pm,8,male,"White/European descent,",3,"$40,001-50,000"
Family Swim 2/16/2025 12pm-1:00pm,39,female,"White/European descent,",3,"<$10,000"
Family Swim 4/12/2025 12pm-1:00pm,10,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$90,001+"
Family Swim 1/1/2025 5:00-6:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$90,001+"
Family Swim 1/6/2025 12pm-1:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 6/24/2025 5:00-6:00pm,37,female,black/African-American (having origins in Sub-Saharan Africa,1,"$90,001+"
Family Swim 6/3/2025 5:45-6:45pm,41,male,"White/European descent,",2,"$90,001+"
Childcare Swim Lessons Mon,8,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 3/1/2025 3:30-4:30,23,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",2,"$20,001-30,000"
Family Swim 4/3/2025 5:00-6:00pm,10,male,"White/European descent,",2,"$50,001-60,000"
Family Swim 5/2/2025 4:00-5:00pm,0,female,"White/European descent,",4,"<$10,000"
Family Swim 2/15/2025 4:00-5:00pm,22,male,"White/European descent,",3,"$20,001-30,000"
Family Swim 5/15/2025 3:30-4:30,18,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 5/5/2025 5:00-6:00pm,43,male,"White/European descent,",7,"$90,001+"
Family Swim 3/15/2025 3:30-4:30,24,male,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Swim Lessons Level 5 Thurs,6,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 2/25/2025 5:45-6:45pm,0,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",4,"$20,001-30,000"
Family Swim 5/25/2025 3:30-4:30,29,female,"White/European descent,",1,"<$10,000"
Family Swim 6/27/2025 4:00-5:00pm,7,male,Multiracial,3,"$90,001+"
Parent & Child Swim Lessons Fri,4,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 5/19/2025 4:00-5:00pm,13,female,Multiracial,2,"<$10,000"
Family Swim 3/4/2025 5:00-6:00pm,6,male,"White/European descent,",4,"$20,001-30,000"
Swim Lessons Level 5 Mon,7,female,"White/European descent,",2,"$60,001-70,000"
PreK Swim Lessons Tues,13,male,black/African-American (having origins in Sub-Saharan Africa,2,"$20,001-30,000"
Family Swim 6/11/2025 4:00-5:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 2/18/2025 5:00-6:00pm,33,female,"White/European descent,",4,"$10,001-20,000"
Family Swim 3/14/2025 4:00-5:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Swim Lessons Level 5 Fri,5,female,"White/European descent,",1,"<$10,000"
Family Swim 1/15/2025 4:00-5:00pm,12,female,Multiracial,3,"$40,001-50,000"
Family Swim 3/12/2025 4:00-5:00pm,32,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",3,"<$10,000"
Family Swim 4/10/2025 5:45-6:45pm,5,female,black/African-American (having origins in Sub-Saharan Africa,6,"$10,001-20,000"
Family Swim 1/4/2025 3:30-4:30,12,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",7,"$60,001-70,000"
Family Swim 6/2/2025 12pm-1:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,4,"$70,001-80,000"
Family Swim 1/21/2025 3:30-4:30,39,male,"White/European descent,",4,"$10,001-20,000"
Family Swim 6/29/2025 3:30-4:30,26,male,Multiracial,5,"$10,001-20,000"
Swim Lessons Level 5 Mon,6,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Swim Lessons Level 1 Tues,9,male,black/African-American (having origins in Sub-Saharan Africa,3,"$90,001+"
Family Swim 1/29/2025 12pm-1:00pm,27,male,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 5/29/2025 12pm-1:00pm,41,male,"White/European descent,",4,"<$10,000"
Family Swim 5/12/2025 5:45-6:45pm,1,female,"White/European descent,",4,"$30,001-40,000"
Family Swim 1/15/2025 5:00-6:00pm,3,male,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 1/20/2025 3:30-4:30,30,male,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Childcare Swim Lessons Wed,4,male,"White/European descent,",3,"<$10,000"
Family Swim 6/5/2025 5:00-6:00pm,5,male,black/African-American (having origins in Sub-Saharan Africa,3,"$60,001-70,000"
Family Swim 1/20/2025 5:00-6:00pm,14,female,"White/European descent,",4,"$50,001-60,000"
Swim Lessons Level 5 Wed,9,male,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",5,"$60,001-70,000"
Family Swim 4/9/2025 5:45-6:45pm,27,female,"White/European descent,",4,"$80,001-90,000"
Family Swim 1/20/2025 5:45-6:45pm,10,female,Multiracial,3,"$10,001-20,000"
Family Swim 2/24/2025 3:30-4:30,22,male,"White/European descent,",2,"$90,001+"
Family Swim 1/2/2025 12pm-1:00pm,18,female,Multiracial,6,"$70,001-80,000"
Family Swim 3/31/2025 3:30-4:30,39,female,black/African-American (having origins in Sub-Saharan Africa,4,"$80,001-90,000"
Family Swim 5/9/2025 12pm-1:00pm,16,female,black/African-American (having origins in Sub-Saharan Africa,2,"$70,001-80,000"
PreK Swim Lessons Thurs,5,male,"White/European descent,",3,"$20,001-30,000"
Family Swim 2/16/2025 5:45-6:45pm,31,male,black/African-American (having origins in Sub-Saharan Africa,6,"$10,001-20,000"
Family Swim 3/18/2025 5:45-6:45pm,8,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"$30,001-40,000"
Family Swim 4/2/2025 5:00-6:00pm,12,female,"White/European descent,",6,"<$10,000"
Family Swim 1/30/2025 5:45-6:45pm,8,female,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",5,"$30,001-40,000"
Family Swim 1/21/2025 4:00-5:00pm,24,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 2/2/2025 3:30-4:30,5,male,"White/European descent,",4,"<$10,000"
Family Swim 6/27/2025 3:30-4:30,17,female,"White/European descent,",3,"$90,001+"
Family Swim 5/11/2025 4:00-5:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,5,"$60,001-70,000"
Parent & Child Swim Lessons Wed,3,female,"White/European descent,",5,"$40,001-50,000"
Family Swim 2/24/2025 12pm-1:00pm,37,male,"White/European descent,",2,"$20,001-30,000"
Family Swim 3/16/2025 3:30-4:30,13,male,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa)",6,"$40,001-50,000"
Family Swim 2/2/2025 12pm-1:00pm,13,female,"White/European descent,",4,"$90,001+"
Swim Lessons Level 4 Fri,10,female,black/African-American (having origins in Sub-Saharan Africa,1,"$60,001-70,000"
Family Swim 6/19/2025 5:00-6:00pm,35,female,"White/European descent,",3,"$50,001-60,000"
Family Swim 2/14/2025 12pm-1:00pm,28,male,"White/European descent,",6,"$30,001-40,000"
Family Swim 1/3/2025 3:30-4:30,15,male,black/African-American (having origins in Sub-Saharan Africa,7,"$20,001-30,000"
Family Swim 2/18/2025 4:00-5:00pm,40,female,"White/European descent,",4,"$60,001-70,000"
